============================== SRIM-2003.26 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.  NOTE: Use hotkey  C  for details.=
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  F(13.8 MeV) ==> Polyethylene( 7527 A) ====================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 4152  9 .1269266E+08   7537209E-03 -.9241E+00 -.3287E+01   .9999993  .0005000 -.0010460
T 4153  9 .1269830E+08   7546931E-03 -.8133E+01  .1059E+02   .9999952 -.0029092  .0010546
T 4154  9 .1269305E+08   7588101E-03 -.8682E+01 -.1413E+00   .9999983 -.0008141 -.0016743
T 4155  9 .1267484E+08   7576091E-03 -.1320E+02  .3622E+01   .9999957 -.0029300  .0002634
T 4156  9 .1264130E+08   7590476E-03  .8972E+01 -.8602E+00   .9999894  .0045222 -.0008203
T 4157  9 .1263724E+08   7572302E-03 -.1006E+02  .1939E+02   .9999664 -.0035888  .0073722
T 4158  9 .1270074E+08   7558472E-03 -.3524E+01 -.1799E+02   .9999921 -.0006593 -.0039106
T 4159  9 .1273285E+08   7554797E-03 -.5218E+01 -.5295E+01   .9999969  .0003600 -.0024672
T 4160  9 .1270511E+08   7566470E-03 -.7756E+02 -.2597E+00   .9998953 -.0144668 -.0000984
T 4161  9 .1268956E+08   7532395E-03 -.2404E+02  .8358E+01   .9999844 -.0054779  .0011025
T 4162  9 .1269172E+08   7531750E-03 -.4380E+01  .3138E+01   .9999997 -.0007507  .0002698
T 4163  9 .1268976E+08   7552076E-03 -.5872E+01 -.5159E+01   .9999997 -.0006252 -.0005163
T 4164  9 .1274318E+08   7532481E-03 -.1116E+02  .5540E+01   .9999917 -.0037361  .0015979
T 4165  9 .1271683E+08   7535400E-03 -.1766E+01 -.3648E+01   .9999985  .0009852 -.0014456
T 4166  9 .1268194E+08   7573225E-03 -.3373E+01  .4250E+00   .9999935 -.0034446 -.0010522
T 4167  9 .1269633E+08   7536814E-03 -.1696E+02 -.8559E+01   .9999910 -.0038791 -.0017427
T 4168  9 .1270699E+08   7541777E-03 -.4012E+00  .1985E+02   .9999969 -.0002176  .0024646
T 4169  9 .1269644E+08   7547423E-03 -.1965E+02 -.1360E+02   .9999853 -.0042733 -.0033239
T 4170  9 .1268381E+08   7559182E-03  .3413E+01 -.8727E+01   .9999988 -.0000750 -.0015242
T 4171  9 .1268272E+08   7536419E-03  .7437E+01  .5926E+00   .9999984  .0013201 -.0012446
T 4172  9 .1273646E+08   7561017E-03  .1538E+01  .3521E+01   .9999989  .0014338  .0003278
T 4173  9 .1268094E+08   7565789E-03 -.2054E+02 -.3773E+01   .9999983 -.0016351 -.0008596
T 4174  9 .1274677E+08   7540251E-03  .1447E+02 -.3079E+01   .9999926  .0038085 -.0005385
T 4175  9 .1270341E+08   7568391E-03  .3557E+01 -.2286E+02   .9999874  .0010198 -.0049085
T 4176  9 .1264759E+08   7572765E-03  .5419E+01 -.2142E+01   .9999996  .0008744 -.0000354
T 4177  9 .1269140E+08   7555307E-03 -.2626E+01 -.8899E+00   .9999996  .0008545  .0003025
T 4178  9 .1269301E+08   7535103E-03 -.8147E+02 -.4297E+01   .9998980 -.0142782 -.0002634
T 4179  9 .1267156E+08   7565051E-03  .4069E+01 -.1303E+02   .9999969  .0016516 -.0018471
T 4180  9 .1268448E+08   7542993E-03  .6799E+01  .1325E+01   .9999980  .0019773  .0000210
T 4181  9 .1266338E+08   7550167E-03 -.4895E+01 -.8810E+00   .9999982 -.0017729  .0006056
T 4182  9 .1267411E+08   7527217E-03 -.5129E+01 -.1170E+00   .9999984 -.0016549 -.0006887
T 4183  9 .1269519E+08   7537087E-03 -.1085E+02 -.4187E+01   .9999970 -.0021146 -.0012233
T 4184  9 .1267210E+08   7576818E-03 -.1513E+02  .3100E+01   .9999964 -.0026217  .0004839
T 4185  9 .1268629E+08   7550525E-03 -.6449E+00 -.6625E+01   .9999878  .0046036 -.0017740
T 4186  9 .1266600E+08   7555785E-03 -.7627E+01 -.5588E+01   .9999941 -.0026538 -.0021754
T 4187  9 .1267984E+08   7569189E-03  .6886E+01  .1611E+02   .9999945  .0027737  .0017907
T 4188  9 .1268440E+08   7584058E-03 -.1790E+02  .6800E+01   .9999571 -.0086787  .0032366
T 4189  9 .1266869E+08   7594362E-03  .5080E+00 -.1397E+01   .9999983 -.0008537 -.0016222
T 4190  9 .1269640E+08   7583249E-03  .1589E+02 -.1207E+02   .9999848  .0049076 -.0024938
T 4191  9 .1271709E+08   7531239E-03 -.2272E+02 -.3166E+02   .9999829 -.0035245 -.0046702
T 4192  9 .1269939E+08   7528312E-03 -.1147E+02  .2257E+02   .9999683 -.0015828  .0078052
T 4193  9 .1269180E+08   7533130E-03 -.9695E+00  .1135E+02   .9999914 -.0007991  .0040681
T 4194  9 .1270119E+08   7534734E-03  .1209E+02  .1082E+02   .9999927  .0032660  .0019631
T 4195  9 .1266752E+08   7589457E-03  .5123E+01 -.5776E+01   .9999998 -.0002389  .0005635
T 4196  9 .1270664E+08   7534046E-03 -.7971E+01 -.2431E+00   .9999998 -.0002014 -.0005834
T 4197  9 .1266685E+08   7554182E-03 -.1029E+01  .3336E+01   .9999996  .0005660 -.0007285
T 4198  9 .1271214E+08   7590991E-03  .4953E+01  .1726E+01   .9999994  .0005402  .0009133
T 4199  9 .1271178E+08   7538253E-03  .5722E+01  .1268E+02   .9999960  .0004030  .0027909
T 4200  9 .1267359E+08   7579441E-03 -.2006E+02 -.1688E+02   .9999770 -.0047339 -.0048638
T 4201  9 .1266520E+08   7546379E-03 -.3616E+02  .1372E+03   .9989265 -.0099603  .0452401
T 4202  9 .1271557E+08   7569261E-03 -.2363E+02 -.4700E+01   .9999710 -.0073432 -.0020069
T 4203  9 .1269900E+08   7541196E-03 -.8409E+01  .8144E+01   .9999993 -.0010461  .0005981
T 4204  9 .1268706E+08   7554966E-03  .6782E+01  .7743E+01   .9999876  .0038646  .0031368
T 4205  9 .1265839E+08   7540714E-03  .1536E-03 -.7040E+01   .9999999  .0003556  .0001462
T 4206  9 .1265865E+08   7541727E-03  .4132E+01  .1078E+02   .9999933  .0001581  .0036463
T 4207  9 .1269753E+08   7534462E-03  .3055E+02 -.1079E+02   .9999631  .0077948 -.0036197
T 4208  9 .1266345E+08   7538573E-03 -.6534E+01 -.1282E+00   .9999947 -.0031972  .0005661
T 4209  9 .1267336E+08   7586467E-03 -.4313E+01 -.9700E+01   .9999933 -.0025336 -.0026606
T 4210  9 .1266951E+08   7579646E-03  .7675E+01 -.2805E+01   .9999950  .0027608 -.0015304
T 4211  9 .1269084E+08   7575905E-03  .4597E+01  .1959E+02   .9999888  .0002225  .0047302
T 4212  9 .1270414E+08   7528382E-03 -.4039E+01  .4974E+01   .9999985 -.0000815  .0017023
T 4213  9 .1266749E+08   7564735E-03 -.1256E+02 -.1718E+01   .9999977 -.0020756 -.0006153
T 4214  9 .1271902E+08   7538479E-03 -.7169E+01  .6716E+01   .9999912 -.0041977  .0001625
T 4215  9 .1265536E+08   7531068E-03  .6011E+01 -.3634E+00   .9999999  .0003005  .0001147
T 4216  9 .1269398E+08   7533473E-03  .2588E+01 -.8174E+00   .9999994  .0007058 -.0007953
T 4217  9 .1267063E+08   7534678E-03 -.3532E+01  .1561E+01   .9999990 -.0006137 -.0012878
T 4218  9 .1269958E+08   7528279E-03 -.3507E+01  .1283E+02   .9999999  .0000460  .0003135
T 4219  9 .1268867E+08   7540360E-03  .2542E+01 -.7083E+01   .9999993  .0011414 -.0002637
T 4220  9 .1267344E+08   7566170E-03  .9276E+01  .2551E+01   .9999951  .0028533  .0012945
T 4221  9 .1271990E+08   7560094E-03 -.8142E+01  .8457E+01   .9999954 -.0005342  .0030002
T 4222  9 .1269107E+08   7531280E-03 -.9180E+01 -.5100E+01   .9999979 -.0020050 -.0005235
T 4223  9 .1271908E+08   7544815E-03  .2487E+00  .1444E+02   .9999966  .0010786  .0023762
T 4224  9 .1264921E+08   7544571E-03  .1421E+02  .5092E+01   .9999945  .0029412  .0015326
T 4225  9 .1267571E+08   7576490E-03 -.1360E+01 -.1292E+02   .9999946  .0005067 -.0032335
T 4226  9 .1268823E+08   7549561E-03 -.5687E+01  .4030E+01   .9999973 -.0023048  .0000894
T 4227  9 .1265760E+08   7529800E-03 -.1232E+02  .9050E+01   .9999983 -.0015943  .0009694
T 4228  9 .1268768E+08   7535720E-03 -.2302E+02  .9787E+01   .9999707 -.0071605  .0026886
T 4229  9 .1267451E+08   7550883E-03  .4700E+01 -.9665E+01   .9999864  .0009091 -.0051276
T 4230  9 .1268526E+08   7561340E-03 -.8765E+01  .1465E+01   .9999982 -.0018807  .0002872
T 4231  9 .1270241E+08   7534749E-03 -.1009E+01  .3317E+02   .9999364 -.0001403  .0112772
T 4232  9 .1272826E+08   7592509E-03  .1964E+01 -.1072E+01   .9999986  .0013868  .0009276
T 4233  9 .1267375E+08   7551014E-03 -.1237E+02 -.1532E+01   .9999906 -.0042744  .0006799
T 4234  9 .1264188E+08   7566409E-03  .1556E+02 -.1228E+02   .9999955  .0024435 -.0017324
T 4235  9 .1270973E+08   7539014E-03 -.4959E+01 -.1074E+01   .9999963 -.0025425 -.0009903
T 4236  9 .1265427E+08   7550297E-03 -.2161E+02 -.2313E+01   .9999741 -.0061242 -.0037858
T 4237  9 .1268354E+08   7541600E-03  .2179E-01  .1694E+01   .9999995  .0010191 -.0001150
T 4238  9 .1270541E+08   7534385E-03  .6711E+01 -.6338E+01   .9999892  .0032328 -.0033263
T 4239  9 .1266794E+08   7550131E-03  .6131E+01  .3809E+01   .9999987  .0016085 -.0001629
T 4240  9 .1268871E+08   7530209E-03 -.6384E+01 -.8444E+01   .9999974 -.0014433 -.0017735
T 4241  9 .1269212E+08   7585825E-03 -.9961E+01  .1179E+02   .9999918 -.0016298  .0037098
T 4242  9 .1268825E+08   7543489E-03  .6501E+01  .1987E+02   .9999880  .0008300  .0048324
T 4243  9 .1271580E+08   7532190E-03 -.4283E+01  .2598E+01   .9999955 -.0019512 -.0022656
T 4244  9 .1270497E+08   7584641E-03  .4619E+01 -.2563E+01   .9999975  .0015386 -.0016495
T 4245  9 .1266038E+08   7575609E-03 -.5908E+01 -.1609E+02   .9999949 -.0000074 -.0031883
T 4246  9 .1270659E+08   7534770E-03 -.4539E+01  .6397E+01   .9999965 -.0026219  .0002558
T 4247  9 .1268140E+08   7540959E-03 -.9008E+01 -.1430E+02   .9999917 -.0026461 -.0030951
T 4248  9 .1268526E+08   7562866E-03 -.4247E+01 -.9659E+01   .9999998 -.0002811 -.0004874
T 4249  9 .1266651E+08   7564852E-03  .1937E+01  .4508E+01   .9999996  .0002447  .0009162
T 4250  9 .1269718E+08   7569261E-03 -.7230E+01 -.7962E+01   .9999970 -.0018421 -.0016100
T 4251  9 .1266796E+08   7534963E-03  .1505E+02 -.5283E+01   .9999979  .0020426  .0000525
T 4252  9 .1270884E+08   7554523E-03  .4670E+01  .1316E+01   .9999968  .0022034  .0012384
T 4253  9 .1272701E+08   7562746E-03  .2460E+01 -.3929E+00   .9999998 -.0005797 -.0002260
T 4254  9 .1267574E+08   7574011E-03  .9427E+01 -.2708E+01   .9999905  .0041359 -.0013717
T 4255  9 .1266754E+08   7558618E-03 -.3003E+01 -.5072E+00   .9999998  .0001245  .0005845
T 4256  9 .1270257E+08   7534010E-03  .7606E+01 -.4167E+01   .9999976  .0020019 -.0008674
T 4257  9 .1267706E+08   7537340E-03  .7405E+00  .9969E+01   .9999948 -.0007531  .0031370
T 4258  9 .1271202E+08   7586749E-03 -.1213E+02 -.3206E+00   .9999973 -.0022559 -.0005200
T 4259  9 .1263126E+08   7539729E-03  .4147E+02 -.1314E+02   .9999765  .0066673 -.0016060
T 4260  9 .1269548E+08   7563122E-03  .5478E+01 -.4501E+01   .9999855  .0047620 -.0025113
T 4261  9 .1269044E+08   7529066E-03 -.2153E+01  .4236E+01   .9999991  .0002302  .0012921
T 4262  9 .1266738E+08   7575075E-03  .1943E+01 -.1298E+02   .9999969 -.0022921  .0010013
T 4263  9 .1272595E+08   7586693E-03 -.2386E+01  .1124E+02   .9999949 -.0026790  .0017245
T 4264  9 .1272232E+08   7528549E-03 -.1926E+01 -.3539E+01   .9999995 -.0007176 -.0007299
T 4265  9 .1269905E+08   7570622E-03  .4334E+01 -.9223E+00   .9999983  .0017782  .0004367
T 4266  9 .1268106E+08   7553014E-03 -.2010E+02  .8632E+01   .9999848 -.0046975  .0028996
T 4267  9 .1271542E+08   7551416E-03  .6432E+01  .8726E+01   .9999680  .0051165  .0061469
T 4268  9 .1269087E+08   7575789E-03  .8914E+01  .3962E+00   .9999902  .0035689 -.0026038
T 4269  9 .1268014E+08   7572006E-03 -.9992E+00 -.1232E+02   .9999987 -.0009450 -.0013319
T 4270  9 .1268614E+08   7556446E-03  .5865E+01 -.4257E-01   .9999974  .0022473  .0003626
T 4271  9 .1269899E+08   7529838E-03  .3352E+02  .1035E+01   .9999839  .0052239  .0022374
T 4272  9 .1267462E+08   7545740E-03  .9321E+01  .1698E+02   .9999956 -.0008257  .0028462
T 4273  9 .1272224E+08   7557296E-03 -.2195E+01  .4455E+01   .9999971 -.0011091 -.0021468
T 4274  9 .1270621E+08   7564432E-03 -.4599E+01 -.5087E+01   .9999989 -.0014521 -.0001848
T 4275  9 .1270808E+08   7541743E-03 -.2059E+01 -.5715E+01   .9999991 -.0007699 -.0010750
T 4276  9 .1265291E+08   7560913E-03 -.1628E+01 -.1581E+01   .9999908 -.0007949 -.0042188
T 4277  9 .1270461E+08   7573773E-03 -.5742E+01  .4078E+01   .9999999  .0000629  .0004418
T 4278  9 .1271722E+08   7530822E-03  .1398E+02  .1167E+01   .9999949  .0031501  .0005433
T 4279  9 .1268595E+08   7541809E-03  .5592E+01  .3001E+01   .9999979  .0020555 -.0000179
T 4280  9 .1266605E+08   7539538E-03  .7956E-02  .3178E+01   .9999980  .0019862 -.0001786
T 4281  9 .1270576E+08   7547769E-03 -.3920E+02  .5200E+01   .9999697 -.0072455  .0028294
T 4282  9 .1264537E+08   7574645E-03 -.6317E+01  .3321E+01   .9999997 -.0005932  .0005306
T 4283  9 .1264463E+08   7548867E-03 -.5745E+01  .2845E+01   .9999970  .0001975  .0024258
T 4284  9 .1267761E+08   7539618E-03  .4916E+01  .1124E+02   .9999873  .0037979  .0033026
T 4285  9 .1271735E+08   7543478E-03  .3869E+01 -.7599E+00   .9999963  .0016670 -.0021591
T 4286  9 .1270861E+08   7534069E-03  .8912E+00  .1366E+02   .9999950  .0005091  .0031300
T 4287  9 .1265912E+08   7544763E-03  .1319E+02  .1750E+02   .9999918  .0019488  .0035427
T 4288  9 .1267367E+08   7560193E-03  .5439E+01  .1129E+02   .9999924  .0002491  .0039002
T 4289  9 .1266643E+08   7568120E-03 -.1989E+02  .4935E+01   .9999929 -.0035414  .0012614
T 4290  9 .1269504E+08   7539012E-03  .3523E+01  .3635E+01   .9999999  .0001643  .0000629
T 4291  9 .1264825E+08   7561183E-03 -.1766E+01 -.1268E+01   .9999998  .0001692 -.0006438
T 4292  9 .1269029E+08   7547056E-03  .3839E+01  .4475E+00   .9999985  .0017104  .0002024
T 4293  9 .1267371E+08   7596973E-03  .4695E+01  .5391E+00   .9999986 -.0000201 -.0016532
T 4294  9 .1268480E+08   7540487E-03  .1884E+01 -.8299E+01   .9999989  .0014870  .0001059
T 4295  9 .1269545E+08   7577669E-03  .2617E+00  .1271E+02   .9999966  .0017751  .0019218
T 4296  9 .1270158E+08   7541101E-03  .3152E+02 -.3668E+02   .9999531  .0073529 -.0063009
T 4297  9 .1269416E+08   7567358E-03 -.5988E+01 -.1917E+01   .9999971 -.0023171 -.0006090
T 4298  9 .1271458E+08   7540832E-03  .1992E+01 -.1034E+01   .9999996  .0008299 -.0001176
T 4299  9 .1266703E+08   7581808E-03 -.2708E+01  .5399E+01   .9999993 -.0006010  .0010098
T 4300  9 .1264460E+08   7553141E-03 -.4398E+01  .1074E+02   .9999994  .0002573  .0010252
T 4301  9 .1264266E+08   7532353E-03 -.8154E+01 -.1928E+02   .9999916  .0026070 -.0031572
T 4302  9 .1267009E+08   7557268E-03  .1264E+02  .1687E+02   .9999904  .0027300  .0034228
T 4303  9 .1270532E+08   7530526E-03 -.3163E+02 -.9945E+01   .9999378 -.0101840 -.0045533
T 4304  9 .1267843E+08   7536931E-03  .2154E+01  .4393E+01   .9999995  .0010209 -.0001879
T 4305  9 .1272176E+08   7536855E-03  .1263E+02 -.5995E+01   .9999955  .0027055 -.0012792
T 4306  9 .1270504E+08   7543155E-03  .3209E+01 -.1293E+01   .9999988 -.0002363 -.0015062
T 4307  9 .1268409E+08   7531881E-03  .1031E+02  .7507E+01   .9999979  .0018586  .0008748
T 4308  9 .1265647E+08   7575974E-03 -.4670E+01  .4009E+01   .9999975 -.0000577  .0022440
T 4309  9 .1268499E+08   7566081E-03  .2266E+02 -.9453E+01   .9999934  .0036422 -.0000143
T 4310  9 .1269961E+08   7575368E-03 -.7245E+01  .1997E+02   .9999769 -.0020452  .0064782
T 4311  9 .1267511E+08   7533386E-03 -.2372E+02  .7114E+01   .9999880 -.0043208  .0022894
T 4312  9 .1267601E+08   7534065E-03  .1092E+01 -.1005E+02   .9999934  .0000997 -.0036196
T 4313  9 .1267481E+08   7538472E-03  .3532E+01  .7232E+01   .9999973  .0003567  .0022871
T 4314  9 .1265579E+08   7527081E-03 -.2145E+02  .3706E+01   .9999886 -.0045471  .0014405
T 4315  9 .1272181E+08   7539175E-03 -.6937E+01 -.1348E+01   .9999991 -.0006985 -.0011278
T 4316  9 .1265015E+08   7574144E-03 -.2185E+01 -.1376E+02   .9999999 -.0001472  .0001265
T 4317  9 .1272262E+08   7534288E-03  .2372E+01 -.5853E+01   .9999980  .0005786 -.0019082
T 4318  9 .1267281E+08   7543346E-03 -.5284E+01  .1100E+02   .9999962 -.0010520  .0025390
T 4319  9 .1270861E+08   7572741E-03  .8705E+01 -.5852E+01   .9999991  .0009379 -.0009162
T 4320  9 .1270717E+08   7545131E-03 -.1252E+02  .2265E+01   .9999981 -.0011988  .0015687
T 4321  9 .1269767E+08   7551281E-03 -.1328E+02  .9156E+01   .9999992  .0007008  .0010209
T 4322  9 .1267646E+08   7562041E-03 -.8913E+01  .7793E+01   .9999996 -.0001644  .0008718
T 4323  9 .1267416E+08   7583980E-03 -.2847E+01 -.1930E+02   .9999925  .0004080 -.0038447
T 4324  9 .1268155E+08   7547628E-03 -.2691E+00 -.3338E+01   .9999997 -.0004192 -.0006151
T 4325  9 .1267441E+08   7529018E-03  .4176E+01  .4965E+00   .9999927  .0033977  .0017583
T 4326  9 .1264538E+08   7534121E-03 -.1009E+02  .1142E+02   .9999958 -.0028790  .0002483
T 4327  9 .1267230E+08   7574177E-03  .1236E+01  .5404E+01   .9999989  .0008267  .0012030
T 4328  9 .1265036E+08   7567937E-03  .9375E+00  .1242E+01   .9999999 -.0003519  .0002291
T 4329  9 .1265812E+08   7542714E-03 -.4305E+01 -.1330E+02   .9999913 -.0010558 -.0040388
T 4330  9 .1267487E+08   7527229E-03  .5773E+01  .7805E+01   .9999919  .0040217 -.0000104
T 4331  9 .1269010E+08   7549231E-03  .1326E+02  .6905E+01   .9999854  .0044416  .0030864
T 4332  9 .1268293E+08   7529928E-03  .2276E+01  .2038E+01   .9999992 -.0011473 -.0005006
T 4333  9 .1262626E+08   7573837E-03 -.6591E+00  .1655E+02   .9999930 -.0002315  .0037352
T 4334  9 .1267505E+08   7532785E-03  .8998E+01  .1367E+02   .9999959  .0026597  .0010757
T 4335  9 .1267973E+08   7537519E-03 -.8045E+01  .1303E+02   .9999925 -.0019239  .0033683
T 4336  9 .1273222E+08   7535208E-03 -.4262E+01  .7100E+00   .9999986 -.0015886  .0004914
T 4337  9 .1269407E+08   7530735E-03  .7176E+01 -.1023E+02   .9999937  .0022684 -.0027387
T 4338  9 .1268882E+08   7550494E-03 -.8681E+01  .6266E+01   .9999841 -.0047502  .0030467
T 4339  9 .1264956E+08   7535435E-03 -.2725E+02  .5661E+01   .9999896 -.0045484 -.0001434
T 4340  9 .1267933E+08   7552672E-03 -.9998E+00 -.1166E+02   .9999826 -.0007625 -.0058459
T 4341  9 .1268501E+08   7571345E-03  .6771E+01 -.1358E+01   .9999978  .0020733  .0003466
T 4342  9 .1270366E+08   7543706E-03  .5204E+00  .2282E+01   .9999994  .0010846  .0001675
T 4343  9 .1268847E+08   7563169E-03 -.5434E-01 -.2077E+01   .9999966 -.0001901 -.0025922
T 4344  9 .1269413E+08   7552094E-03 -.1441E+02 -.4113E+01   .9999973 -.0019604 -.0012103
T 4345  9 .1268949E+08   7580896E-03 -.3703E+02  .2807E+02   .9999690 -.0062603  .0047774
T 4346  9 .1270492E+08   7542651E-03 -.7930E+01  .1161E+02   .9999938 -.0034807  .0005192
T 4347  9 .1268850E+08   7559756E-03 -.2346E+01  .4907E+00   .9999999 -.0004949  .0002191
T 4348  9 .1273046E+08   7533592E-03  .1047E+02  .5102E+00   .9999986  .0016368  .0003907
T 4349  9 .1266953E+08   7538564E-03 -.3142E+01  .1049E+02   .9999985 -.0005350  .0016747
T 4350  9 .1271181E+08   7585111E-03 -.1873E+02 -.5226E+01   .9999955 -.0021514 -.0021025
T 4351  9 .1270102E+08   7542052E-03 -.1988E+02  .1946E+02   .9999819 -.0043326  .0041757
T 4352  9 .1265894E+08   7537673E-03  .1817E+01 -.4335E+00   .9999999  .0005088  .0000743
T 4353  9 .1267737E+08   7560349E-03  .2860E+01 -.2319E+02   .9999896  .0016963 -.0042228
T 4354  9 .1270678E+08   7528507E-03 -.4912E+01 -.7820E+00   .9999987 -.0013853 -.0008539
T 4355  9 .1269737E+08   7533174E-03  .7266E-02  .3326E+01   .9999975  .0015564  .0015795
T 4356  9 .1272369E+08   7527725E-03  .2843E+01  .4350E+01   .9999970  .0012752  .0021107
T 4357  9 .1270818E+08   7543596E-03  .4243E+01 -.3529E+00   .9999961  .0027842  .0000244
T 4358  9 .1267990E+08   7585695E-03  .1079E-01 -.2930E+01   .9999995  .0008460  .0004467
T 4359  9 .1270528E+08   7567260E-03  .8422E+01 -.1215E+02   .9999868  .0024637 -.0045010
T 4360  9 .1271832E+08   7569677E-03 -.7591E+01 -.1070E+02   .9999921 -.0004055 -.0039555
T 4361  9 .1268106E+08   7581511E-03 -.1156E+01 -.9510E+01   .9999762 -.0031600 -.0061332
T 4362  9 .1263389E+08   7540816E-03  .4668E+01  .2917E+01   .9999991  .0013307  .0003590
T 4363  9 .1271640E+08   7559298E-03  .7387E+01  .2419E+00   .9999945  .0030657 -.0012906
T 4364  9 .1269187E+08   7554630E-03  .3071E+02 -.6042E+01   .9999430  .0105992 -.0012604
T 4365  9 .1266768E+08   7546096E-03  .3447E+01  .6896E+01   .9999980  .0000874  .0019897
T 4366  9 .1273067E+08   7536062E-03 -.9521E+01  .1293E+01   .9999850 -.0038237 -.0039248
T 4367  9 .1272970E+08   7540111E-03 -.4325E+01  .1162E+02   .9999912  .0000841  .0041833
T 4368  9 .1270873E+08   7530325E-03  .6083E+01 -.1177E+02   .9999961  .0025606 -.0011292
T 4369  9 .1263538E+08   7568493E-03 -.1746E+01  .9747E+01   .9999989  .0007821  .0012256
T 4370  9 .1270046E+08   7566972E-03 -.4673E+01 -.9532E+01   .9999969 -.0021918 -.0012091
T 4371  9 .1270835E+08   7547831E-03 -.1204E+01 -.7319E+01   .9999942 -.0011645 -.0032052
T 4372  9 .1270468E+08   7543153E-03 -.9720E+00  .1031E+00   .9999946 -.0032604  .0004072
T 4373  9 .1265537E+08   7527984E-03  .1496E+01 -.4751E+01   .9999995  .0000641  .0009706
T 4374  9 .1264951E+08   7569196E-03  .1813E+02  .7478E+01   .9999853  .0053774 -.0006649
T 4375  9 .1271228E+08   7535059E-03  .1173E+02 -.1399E+02   .9999638  .0084813  .0006707
T 4376  9 .1268401E+08   7533075E-03  .9786E+01 -.2148E+02   .9999880  .0025080 -.0041976
T 4377  9 .1269459E+08   7548183E-03 -.1753E+02  .1772E+02   .9999843 -.0021454  .0051786
T 4378  9 .1267736E+08   7573732E-03 -.3752E+02 -.3704E+02   .9999826 -.0044752 -.0038380
T 4379  9 .1265322E+08   7549469E-03  .3503E+01 -.3129E+01   .9999927  .0024742 -.0029008
T 4380  9 .1267553E+08   7589993E-03  .3605E+02 -.6794E+01   .9999635  .0085292 -.0004964
T 4381  9 .1268367E+08   7534723E-03  .2778E+02  .7898E+01   .9999952  .0030152  .0006995
T 4382  9 .1265290E+08   7576535E-03  .6681E+01 -.3242E+02   .9999676  .0006149 -.0080202
T 4383  9 .1268193E+08   7540677E-03 -.1155E+02  .2298E+02   .9999736 -.0032114  .0065216
T 4384  9 .1269543E+08   7558409E-03 -.1144E+02 -.1233E+02   .9999846 -.0003661 -.0055380
T 4385  9 .1266895E+08   7571323E-03 -.1022E+02  .1562E+02   .9999871 -.0023757  .0044832
T 4386  9 .1262362E+08   7587021E-03  .8822E+01  .1513E+01   .9999881  .0047882  .0009747
T 4387  9 .1268011E+08   7561319E-03  .1078E+02  .5413E+01   .9999932  .0034851  .0012339
T 4388  9 .1268144E+08   7527136E-03  .1175E+02  .5229E+01   .9999963  .0027148  .0002173
T 4389  9 .1266311E+08   7532059E-03  .3793E+01  .4869E+01   .9999970  .0022634  .0009710
T 4390  9 .1267219E+08   7528970E-03  .8775E+01 -.4393E+02   .9999672  .0001567 -.0081032
