============================== SRIM-2003.26 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.  NOTE: Use hotkey  C  for details.=
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  F(13.7 MeV) ==> Aluminium( 2.66 um) ======================
T 1504  9 .7992952E+07   2665437E-02  .2383E+04 -.5963E+02   .9974734  .0710407  .0000673
T 1505  9 .8026043E+07   2673897E-02  .2354E+04  .1844E+03   .9954198  .0950702  .0100550
T 1506  9 .7944692E+07   2665767E-02  .1797E+04  .3437E+03   .9982144  .0529304  .0276824
T 1507  9 .8052027E+07   2668793E-02  .2468E+04  .2349E+03   .9952965  .0966475  .0066483
T 1508  9 .7905046E+07   2679840E-02  .2482E+04  .8821E+02   .9987157  .0461651  .0208748
T 1509  9 .8125507E+07   2662769E-02  .2579E+04 -.2096E+03   .9933498  .1149141 -.0071397
T 1510  9 .7993626E+07   2669106E-02  .2624E+04  .2070E+03   .9947810  .1007428  .0161731
T 1511  9 .8047379E+07   2682390E-02  .2156E+04  .2517E+03   .9964805  .0835383  .0069280
T 1512  9 .7935581E+07   2666181E-02  .2388E+04 -.1522E+03   .9969323  .0777555 -.0089471
T 1513  9 .8089811E+07   2678025E-02  .2213E+04 -.2863E+03   .9967133  .0773014 -.0242310
T 1514  9 .7884234E+07   2675012E-02  .2347E+04 -.1795E+02   .9954992  .0810459 -.0491203
T 1515  9 .7969852E+07   2674850E-02  .3332E+04  .2835E+03   .9914198  .1307055  .0016652
T 1516  9 .7962144E+07   2665156E-02  .1927E+04  .2426E+03   .9977218  .0657368  .0151587
T 1517  9 .7996899E+07   2680860E-02  .2565E+04 -.5269E+02   .9950489  .0989591 -.0092100
T 1518  9 .7943140E+07   2673946E-02  .2507E+04 -.2038E+03   .9942170  .1055892 -.0195818
T 1519  9 .7975234E+07   2666123E-02  .2818E+04  .1755E+02   .9920927  .1253531 -.0062214
T 1520  9 .7998608E+07   2664965E-02  .2059E+04  .5320E+02   .9980227  .0626089 -.0055485
T 1521  9 .7933099E+07   2687592E-02  .8465E+03  .3463E+03   .9998835  .0107077  .0108809
T 1522  9 .7921975E+07   2678564E-02  .2351E+04  .2629E+02   .9957601  .0909453  .0138135
T 1523  9 .8022867E+07   2685402E-02  .2534E+04 -.2237E+03   .9961776  .0842890 -.0229264
T 1524  9 .7982610E+07   2672415E-02  .2524E+04  .3205E+03   .9938671  .1099761  .0115506
T 1525  9 .8004470E+07   2681845E-02  .2759E+04  .2294E+03   .9926878  .1206414  .0040644
T 1526  9 .7876616E+07   2684545E-02  .2525E+04 -.1958E+02   .9944385  .1047716 -.0107219
T 1527  9 .8016706E+07   2663892E-02  .2003E+04 -.1845E+03   .9978483  .0644673 -.0119457
T 1528  9 .8004724E+07   2676098E-02  .2542E+04  .1238E+03   .9939091  .1099998  .0066898
T 1529  9 .8021123E+07   2669351E-02  .2258E+04 -.2685E+02   .9963852  .0849407 -.0012861
T 1530  9 .7925029E+07   2683988E-02  .2343E+04  .7061E+02   .9949243  .1005607  .0036250
T 1531  9 .8056292E+07   2678886E-02  .2531E+04  .1426E+03   .9957626  .0919039  .0032455
T 1532  9 .8012265E+07   2677048E-02  .2339E+04  .3248E+03   .9962112  .0848821  .0189304
T 1533  9 .7930034E+07   2666059E-02  .2436E+04  .1843E+02   .9960005  .0893443  .0007178
T 1534  9 .8026921E+07   2674728E-02  .2567E+04 -.3729E+03   .9944056  .0998671 -.0344105
T 1535  9 .7987686E+07   2677699E-02  .2496E+04  .9505E+02   .9941446  .1070546  .0146893
T 1536  9 .7968984E+07   2681222E-02  .2273E+04 -.1459E+03   .9972857  .0736286 -.0000568
T 1537  9 .7939971E+07   2672475E-02  .2282E+04  .3514E+03   .9968767  .0789398  .0023130
T 1538  9 .8011450E+07   2682710E-02  .2224E+04 -.1815E+03   .9962827  .0855049 -.0104742
T 1539  9 .7877928E+07   2673428E-02  .2512E+04 -.1543E+03   .9947120  .1026989 -.0009607
T 1540  9 .8024631E+07   2685655E-02  .2224E+04 -.2225E+03   .9962672  .0850869 -.0145542
T 1541  9 .7988054E+07   2666099E-02  .2682E+04  .2331E+03   .9928597  .1170745  .0228731
T 1542  9 .7848673E+07   2673643E-02  .3227E+04  .2058E+04   .9863246  .1265763  .1055565
T 1543  9 .8058659E+07   2672457E-02  .2515E+04  .1152E+03   .9953558  .0933267  .0235980
T 1544  9 .7990339E+07   2686305E-02  .2248E+04 -.1229E+02   .9950650  .0990242 -.0063201
T 1545  9 .7993262E+07   2686475E-02  .2696E+04  .6708E+03   .9929743  .1110496  .0408653
T 1546  9 .7974638E+07   2684285E-02  .2258E+04  .1511E+03   .9955283  .0926539  .0184051
T 1547  9 .8062101E+07   2681713E-02  .2084E+04 -.5911E+02   .9957433  .0919994  .0055997
T 1548  9 .8040735E+07   2677930E-02  .2672E+04  .8396E+03   .9944086  .0997173  .0347554
T 1549  9 .8020890E+07   2682886E-02  .2062E+04  .7162E+02   .9984314  .0554916 -.0074429
T 1550  9 .7987102E+07   2665908E-02  .2455E+04  .1766E+03   .9959272  .0887780  .0157319
T 1551  9 .8086718E+07   2660985E-02  .2517E+04 -.4111E+03   .9935347  .1103939 -.0264959
T 1552  9 .8000599E+07   2674549E-02  .2478E+04 -.1325E+03   .9955078  .0938800 -.0122776
T 1553  9 .7928138E+07   2663124E-02  .2844E+04  .6076E+03   .9945139  .0978935  .0368653
T 1554  9 .7999224E+07   2672926E-02  .2170E+04  .4418E+03   .9949340  .0986496  .0193520
T 1555  9 .7925911E+07   2680418E-02  .2252E+04 -.1113E+03   .9957057  .0921295 -.0090773
T 1556  9 .8167619E+07   2662020E-02  .2027E+04 -.2679E+02   .9978024  .0662269 -.0020795
T 1557  9 .7915509E+07   2677750E-02  .2476E+04  .4102E+03   .9955119  .0912362  .0251408
T 1558  9 .7911113E+07   2682943E-02  .1829E+04 -.4246E+03   .9982122  .0526661 -.0282600
T 1559  9 .8035522E+07   2687219E-02  .2222E+04 -.3896E+02   .9964243  .0838907 -.0100508
T 1560  9 .7937961E+07   2667681E-02  .2571E+04  .4086E+03   .9942806  .0956372  .0475351
T 1561  9 .8002504E+07   2661464E-02  .2888E+04  .3161E+03   .9942016  .1042480  .0263736
T 1562  9 .8053446E+07   2671733E-02  .2433E+04 -.4770E+03   .9949634  .0944043 -.0337000
T 1563  9 .7872787E+07   2674499E-02  .2389E+04 -.1173E+02   .9956671  .0929760  .0015750
T 1564  9 .8081377E+07   2660069E-02  .2511E+04 -.3968E+03   .9954013  .0883501 -.0370202
T 1565  9 .7884537E+07   2672919E-02  .2862E+04  .1105E+03   .9940710  .1082598  .0101367
T 1566  9 .8089783E+07   2668516E-02  .2207E+04 -.8972E+02   .9977887  .0656775  .0102023
T 1567  9 .8069495E+07   2673706E-02  .2201E+04  .3094E+03   .9976651  .0649088  .0212409
T 1568  9 .7954975E+07   2681081E-02  .2672E+04 -.2521E+03   .9952056  .0967417 -.0143808
T 1569  9 .7962562E+07   2665827E-02  .2373E+04 -.8756E+02   .9959113  .0898609  .0092540
T 1570  9 .8032646E+07   2662880E-02  .2216E+04 -.1003E+03   .9978749  .0634722 -.0147275
T 1571  9 .7894877E+07   2674001E-02  .2331E+04 -.1637E+03   .9969529  .0747755 -.0222154
T 1572  9 .8174448E+07   2677669E-02  .2026E+04  .3460E+03   .9983202  .0578066  .0038851
T 1573  9 .7971285E+07   2662147E-02  .2360E+04 -.3190E+03   .9963076  .0856255 -.0062857
T 1574  9 .8090868E+07   2673746E-02  .2556E+04 -.7542E+02   .9958341  .0904401 -.0116236
T 1575  9 .7950215E+07   2686353E-02  .2373E+04 -.2362E+03   .9956694  .0897980 -.0240591
T 1576  9 .7879848E+07   2665480E-02  .3349E+04  .4552E+03   .9683329  .2364620  .0801067
T 1577  9 .7875534E+07   2681891E-02  .3434E+04 -.2061E+04   .9840365  .1381624 -.1121757
T 1578  9 .8017127E+07   2670500E-02  .3133E+04  .2107E+03   .9887812  .1480949 -.0194862
T 1579  9 .7949793E+07   2679120E-02  .2251E+04 -.1434E+03   .9957579  .0914435 -.0102115
T 1580  9 .8071157E+07   2669251E-02  .2267E+04  .1237E+03   .9986234  .0508269  .0129604
T 1581  9 .7948529E+07   2668787E-02  .2604E+04  .2812E+03   .9933033  .1144193  .0160232
T 1582  9 .8098662E+07   2660284E-02  .2310E+04 -.1373E+03   .9967013  .0787395 -.0196638
T 1583  9 .8019596E+07   2685341E-02  .1597E+04  .1591E+03   .9987281  .0500559 -.0060510
T 1584  9 .8053799E+07   2673567E-02  .2160E+04 -.2231E+03   .9978918  .0638681 -.0115255
T 1585  9 .8021720E+07   2673407E-02  .2149E+04 -.4111E+03   .9966827  .0797942 -.0160182
T 1586  9 .7991277E+07   2668170E-02  .2359E+04  .2028E+03   .9965368  .0814928  .0165326
T 1587  9 .7937749E+07   2687507E-02  .2375E+04  .1400E+03   .9953303  .0959631  .0104241
T 1588  9 .8054026E+07   2685240E-02  .2196E+04  .2257E+03   .9969073  .0784679  .0043143
T 1589  9 .7901473E+07   2686669E-02  .2504E+04  .3162E+02   .9958121  .0914228  .0003999
T 1590  9 .7985383E+07   2675666E-02  .2136E+04 -.1140E+03   .9971198  .0734996 -.0187081
T 1591  9 .8085502E+07   2672187E-02  .1919E+04  .1666E+03   .9965455  .0829334  .0043801
T 1592  9 .8041113E+07   2677887E-02  .2448E+04 -.3290E+03   .9922031  .1234261 -.0172914
T 1593  9 .7985918E+07   2675934E-02  .2617E+04 -.5394E+03   .9949862  .0990540 -.0138122
T 1594  9 .7974002E+07   2666373E-02  .2511E+04 -.1356E+03   .9941975  .1068510 -.0124155
T 1595  9 .8031960E+07   2666714E-02  .2366E+04 -.2159E+03   .9965945  .0813314 -.0135861
T 1596  9 .7956147E+07   2687274E-02  .1954E+04 -.2747E+02   .9968699  .0790449 -.0015297
T 1597  9 .8083020E+07   2670311E-02  .2282E+04 -.1188E+03   .9963993  .0833387 -.0155941
T 1598  9 .7980079E+07   2668932E-02  .2685E+04  .5209E+02   .9931737  .1161190  .0110639
T 1599  9 .8085033E+07   2665810E-02  .2342E+04  .1012E+04   .9952177  .0856184  .0470231
T 1600  9 .7880436E+07   2686647E-02  .2314E+04 -.1566E+03   .9959348  .0877976 -.0201335
T 1601  9 .7914732E+07   2669030E-02  .2481E+04 -.1427E+03   .9949569  .0985296 -.0187813
T 1602  9 .7973268E+07   2662223E-02  .2261E+04  .4076E+03   .9973245  .0721356  .0118430
T 1603  9 .7881021E+07   2672942E-02  .3280E+04 -.6568E+03   .9899912  .1358247 -.0383295
T 1604  9 .7903722E+07   2671026E-02  .2680E+04  .2004E+03   .9961511  .0876483  .0008428
T 1605  9 .7967001E+07   2682048E-02  .2591E+04 -.2938E+03   .9953976  .0948100 -.0139552
T 1606  9 .7983719E+07   2668393E-02  .2194E+04  .8155E+02   .9967095  .0810481 -.0012084
T 1607  9 .8039813E+07   2663737E-02  .2417E+04  .1964E+03   .9962436  .0839265  .0213330
T 1608  9 .8021266E+07   2682616E-02  .2405E+04  .1779E+02   .9957240  .0923726  .0010072
T 1609  9 .8003508E+07   2684646E-02  .2605E+04 -.1753E+03   .9948537  .1007199 -.0110250
T 1610  9 .8102342E+07   2678283E-02  .2289E+04 -.5350E+02   .9968052  .0798000 -.0033761
T 1611  9 .8007560E+07   2674187E-02  .2302E+04 -.5557E+02   .9962957  .0855967 -.0082481
T 1612  9 .8020001E+07   2679192E-02  .2510E+04  .4808E+03   .9944777  .0999601  .0319691
T 1613  9 .8029712E+07   2661816E-02  .1998E+04 -.2411E+03   .9968520  .0772104 -.0180175
T 1614  9 .7938546E+07   2669826E-02  .2461E+04  .1001E+03   .9953288  .0964810  .0034502
T 1615  9 .8014634E+07   2686446E-02  .2361E+04 -.3426E+03   .9956821  .0899972 -.0227524
T 1616  9 .7942521E+07   2680115E-02  .2315E+04  .8960E+02   .9969883  .0773706  .0052986
T 1617  9 .7981036E+07   2672862E-02  .2397E+04 -.2771E+03   .9938518  .1076510 -.0258812
T 1618  9 .7962671E+07   2674474E-02  .2520E+04  .6382E+03   .9956875  .0911447  .0172914
T 1619  9 .8027395E+07   2679165E-02  .2900E+04 -.7330E+02   .9927358  .1202649 -.0034584
T 1620  9 .8024372E+07   2670676E-02  .2279E+04  .1809E+02   .9961910  .0871314  .0033925
T 1621  9 .8109528E+07   2675246E-02  .2608E+04  .6008E+02   .9941247  .1082146  .0023942
T 1622  9 .8087340E+07   2670343E-02  .2037E+04  .1532E+03   .9974847  .0690911 -.0158342
T 1623  9 .8012542E+07   2680995E-02  .2711E+04 -.1041E+03   .9934787  .1126238 -.0177736
T 1624  9 .8046693E+07   2675019E-02  .2371E+04 -.9228E+01   .9961271  .0878980 -.0021769
T 1625  9 .7981107E+07   2665290E-02  .2482E+04  .3431E+03   .9951794  .0965309  .0173105
T 1626  9 .7989138E+07   2676185E-02  .2310E+04 -.7694E+02   .9968313  .0765893  .0214832
T 1627  9 .7922017E+07   2683344E-02  .2704E+04 -.7136E+02   .9930179  .1179635 -.0000086
T 1628  9 .7855948E+07   2685051E-02  .2042E+04  .1038E+04   .9823128  .0018671  .1872383
T 1629  9 .8023979E+07   2674902E-02  .2077E+04 -.3962E+03   .9967151  .0740203 -.0328645
T 1630  9 .8021237E+07   2684636E-02  .2702E+04 -.6293E+02   .9921572  .1249620  .0029374
T 1631  9 .8056293E+07   2666777E-02  .2189E+04 -.2244E+02   .9958981  .0903146 -.0055018
T 1632  9 .7970543E+07   2678645E-02  .2338E+04 -.1471E+03   .9960188  .0887623 -.0082291
T 1633  9 .7894783E+07   2672314E-02  .3091E+04  .1861E+03   .9924746  .1211683  .0176773
T 1634  9 .8042302E+07   2670852E-02  .2247E+04 -.3878E+02   .9946056  .1033841  .0084532
T 1635  9 .7986374E+07   2684516E-02  .2445E+04 -.2524E+02   .9943657  .1059981  .0011326
T 1636  9 .7930002E+07   2683578E-02  .2537E+04  .3336E+03   .9938939  .1072776  .0258149
T 1637  9 .8041440E+07   2666948E-02  .2339E+04 -.2494E+03   .9953008  .0968300  .0004249
T 1638  9 .7937456E+07   2675555E-02  .2451E+04 -.2762E+03   .9963358  .0847718 -.0113482
T 1639  9 .8012188E+07   2678656E-02  .2496E+04  .3800E+03   .9956677  .0926385  .0079906
T 1640  9 .7986967E+07   2685866E-02  .2361E+04  .2606E+02   .9958588  .0908108  .0043111
T 1641  9 .7950846E+07   2687225E-02  .2180E+04 -.1446E+02   .9960730  .0883333  .0059926
T 1642  9 .8024030E+07   2667798E-02  .2415E+04 -.1426E+03   .9939330  .1098796 -.0048690
T 1643  9 .7940586E+07   2686536E-02  .2514E+04  .3551E+03   .9957933  .0909665  .0109925
T 1644  9 .7917601E+07   2686590E-02  .2236E+04 -.9232E+02   .9965561  .0827599 -.0051768
T 1645  9 .7898398E+07   2684670E-02  .2520E+04 -.1273E+03   .9954358  .0953301 -.0044464
T 1646  9 .8022327E+07   2675747E-02  .1938E+04  .1873E+03   .9980466  .0518193  .0348953
T 1647  9 .8080073E+07   2664098E-02  .2334E+04  .3846E+02   .9969025  .0784992 -.0048169
T 1648  9 .8000984E+07   2675119E-02  .2064E+04 -.1073E+03   .9971666  .0745852 -.0097937
T 1649  9 .7980524E+07   2664409E-02  .2513E+04  .7113E+02   .9953664  .0960235 -.0050194
T 1650  9 .8052132E+07   2677155E-02  .2525E+04 -.4394E-01   .9935395  .1134640  .0022930
T 1651  9 .8069121E+07   2682536E-02  .2255E+04 -.1606E+03   .9968916  .0765117 -.0187902
T 1652  9 .8065713E+07   2673053E-02  .2309E+04  .3516E+03   .9966507  .0771777  .0270377
T 1653  9 .8170144E+07   2669946E-02  .2130E+04 -.2166E+03   .9978328  .0652837 -.0082293
T 1654  9 .8059913E+07   2664951E-02  .2085E+04  .2406E+03   .9976961  .0663186  .0142916
T 1655  9 .7921178E+07   2680833E-02  .2355E+04  .3424E+03   .9956275  .0904340  .0233986
T 1656  9 .8066613E+07   2680443E-02  .2304E+04  .6051E+03   .9980924  .0530989  .0314972
T 1657  9 .7921438E+07   2665449E-02  .2401E+04  .1552E+03   .9952192  .0976660  .0001886
T 1658  9 .7955882E+07   2677435E-02  .2280E+04 -.9294E+02   .9966543  .0817203 -.0013920
T 1659  9 .7948561E+07   2679152E-02  .2857E+04 -.2444E+01   .9935113  .1136250 -.0049587
T 1660  9 .7895788E+07   2683550E-02  .2760E+04 -.5241E+03   .9949288  .0968785 -.0270430
T 1661  9 .8113365E+07   2663148E-02  .2101E+04 -.9491E+02   .9979511  .0639025  .0031854
T 1662  9 .7865175E+07   2676908E-02  .2204E+04 -.9959E+02   .9953351  .0961566  .0078680
T 1663  9 .7920521E+07   2684655E-02  .2311E+04  .1162E+03   .9941950  .1060070 -.0184056
T 1664  9 .7988912E+07   2676574E-02  .2199E+04  .1474E+02   .9965651  .0824567 -.0076708
T 1665  9 .7963816E+07   2660860E-02  .1906E+04 -.9001E+02   .9976308  .0687393 -.0027870
T 1666  9 .7855501E+07   2680898E-02  .2618E+04  .2655E+02   .9937839  .1112559  .0039519
T 1667  9 .7874506E+07   2687005E-02  .2468E+04 -.2749E+03   .9935931  .1065713 -.0376214
T 1668  9 .7949928E+07   2687193E-02  .2175E+04 -.1495E+03   .9936422  .1124541  .0054013
T 1669  9 .7996027E+07   2682576E-02  .2286E+04  .3681E+03   .9960576  .0871685  .0164595
T 1670  9 .7966331E+07   2684042E-02  .2620E+04 -.2799E+03   .9957807  .0904899 -.0152446
T 1671  9 .8053474E+07   2681155E-02  .2708E+04 -.2348E+03   .9943119  .1064806 -.0023858
T 1672  9 .8087673E+07   2685281E-02  .1931E+04 -.1573E+02   .9972058  .0736282 -.0126286
T 1673  9 .8006497E+07   2686545E-02  .2353E+04  .5818E+02   .9972516  .0625131  .0397665
T 1674  9 .7959044E+07   2682363E-02  .2233E+04  .1441E+03   .9965698  .0822775 -.0088906
T 1675  9 .7977029E+07   2669423E-02  .2374E+04 -.1011E+03   .9924211  .1199294  .0267817
T 1676  9 .8053354E+07   2685258E-02  .2112E+04  .2947E+03   .9962198  .0858028  .0135663
T 1677  9 .8099378E+07   2663774E-02  .2220E+04  .3517E+03   .9963855  .0759620  .0380213
T 1678  9 .7999722E+07   2684553E-02  .2406E+04  .2156E+03   .9978842  .0567055  .0318054
T 1679  9 .7902672E+07   2677935E-02  .2566E+04  .1525E+03   .9944085  .1051158  .0101243
T 1680  9 .7917570E+07   2678301E-02  .2169E+04 -.2967E+03   .9963747  .0843745 -.0108809
T 1681  9 .8000341E+07   2662615E-02  .2489E+04 -.2067E+03   .9944169  .1047021 -.0131338
T 1682  9 .8010221E+07   2673671E-02  .2925E+04  .3934E+03   .9924578  .1205203  .0224137
T 1683  9 .7958812E+07   2669485E-02  .2233E+04 -.4499E+03   .9950869  .0904416 -.0402781
T 1684  9 .7900253E+07   2686788E-02  .2164E+04 -.2536E+03   .9981630  .0605252  .0026998
T 1685  9 .8002142E+07   2684283E-02  .2556E+04  .2500E+02   .9954190  .0955297  .0038727
T 1686  9 .7949007E+07   2678594E-02  .2722E+04 -.3834E+03   .9932220  .1148703 -.0177461
T 1687  9 .8071026E+07   2667274E-02  .2505E+04  .1418E+03   .9948224  .1004051  .0157218
T 1688  9 .8065667E+07   2667655E-02  .2549E+04  .3449E+03   .9955346  .0926961  .0178392
T 1689  9 .7850768E+07   2679116E-02  .2193E+04  .1954E+04   .9889863  .0313451  .1446497
T 1690  9 .8014838E+07   2670504E-02  .2419E+04  .5511E+03   .9946849  .0891735  .0514783
T 1691  9 .8167809E+07   2686012E-02  .2334E+04 -.1950E+03   .9955769  .0925096 -.0163896
T 1692  9 .8087844E+07   2681450E-02  .3287E+04  .1899E+02   .9893466  .1454214  .0067754
T 1693  9 .7887436E+07   2666809E-02  .4459E+04  .1181E+04   .9776296  .2019020  .0589576
T 1694  9 .7757498E+07   2661264E-02  .3603E+04 -.5219E+03   .9618483  .2657111 -.0651578
T 1695  9 .7810447E+07   2670036E-02  .3270E+04 -.1084E+03   .9866272  .1628041 -.0078463
T 1696  9 .7993448E+07   2671203E-02  .2171E+04  .1187E+03   .9984061  .0563767 -.0026269
T 1697  9 .8007079E+07   2676308E-02  .2322E+04 -.5190E+02   .9954838  .0948985  .0025200
T 1698  9 .7994582E+07   2678107E-02  .1852E+04 -.2380E+03   .9977393  .0626639 -.0242810
T 1699  9 .7821228E+07   2679019E-02  .3895E+04  .4975E+03   .9866511  .1597729  .0314991
T 1700  9 .8025877E+07   2662491E-02  .2406E+04  .3325E+03   .9959999  .0881916  .0143712
T 1701  9 .7951946E+07   2676289E-02  .2323E+04  .2035E+03   .9956542  .0905737  .0216580
T 1702  9 .7899610E+07   2662350E-02  .2354E+04 -.6961E+02   .9956923  .0925199 -.0060823
T 1703  9 .7929840E+07   2680607E-02  .2474E+04 -.7403E+02   .9951867  .0979840  .0016164
T 1704  9 .7952343E+07   2664851E-02  .2423E+04 -.3457E+02   .9958119  .0903094 -.0142443
T 1705  9 .7950692E+07   2687273E-02  .2731E+04  .4329E+03   .9929109  .1164677  .0237311
T 1706  9 .8039075E+07   2671056E-02  .2216E+04  .9387E+02   .9966245  .0811006  .0127410
T 1707  9 .8094544E+07   2665556E-02  .2272E+04  .1549E+03   .9965547  .0826721  .0066392
T 1708  9 .7955787E+07   2661193E-02  .2276E+04  .1867E+03   .9961339  .0796394 -.0370782
T 1709  9 .8000272E+07   2681064E-02  .2348E+04  .1532E+03   .9950394  .0981547  .0161938
T 1710  9 .8065372E+07   2681960E-02  .2887E+04  .6548E+02   .9903325  .1385124  .0074711
T 1711  9 .8075138E+07   2663381E-02  .2423E+04  .7962E+02   .9963832  .0849015  .0034867
T 1712  9 .7998755E+07   2676861E-02  .2442E+04 -.2931E+03   .9953167  .0949629 -.0180768
T 1713  9 .8042167E+07   2673541E-02  .2339E+04  .1225E+03   .9959636  .0878153  .0185756
T 1714  9 .7955068E+07   2669785E-02  .2259E+04 -.1570E+03   .9957859  .0892888 -.0209250
T 1715  9 .7933817E+07   2678391E-02  .2273E+04  .2645E+02   .9969443  .0777755 -.0072866
T 1716  9 .8051284E+07   2661196E-02  .3236E+04  .3175E+03   .9896572  .1429816  .0116147
T 1717  9 .7943025E+07   2670515E-02  .2087E+04  .1013E+02   .9966527  .0815713  .0054363
T 1718  9 .7922141E+07   2678438E-02  .2593E+04 -.2286E+03   .9951440  .0983528 -.0039041
T 1719  9 .7880469E+07   2665091E-02  .2060E+04  .1202E+04   .9950589  .0715017  .0688862
T 1720  9 .8044544E+07   2672955E-02  .2056E+04 -.2550E+03   .9980098  .0630115 -.0024381
T 1721  9 .8019118E+07   2660598E-02  .2874E+04 -.5246E+03   .9931443  .1153257 -.0190881
T 1722  9 .8025532E+07   2673829E-02  .2514E+04  .2799E+03   .9949363  .0995347  .0139467
T 1723  9 .7884142E+07   2676354E-02  .2555E+04  .2606E+03   .9950649  .0987520  .0096892
T 1724  9 .8027688E+07   2661988E-02  .2646E+04  .1119E+03   .9948791  .1006191  .0095620
T 1725  9 .7996396E+07   2674186E-02  .1558E+04 -.6227E+03   .9979596  .0577522 -.0272269
T 1726  9 .8191644E+07   2667847E-02  .1958E+04 -.1099E+03   .9971968  .0748010 -.0018428
T 1727  9 .7964379E+07   2667552E-02  .2446E+04  .3572E+03   .9959634  .0831440  .0338226
T 1728  9 .7897641E+07   2678176E-02  .2386E+04  .2076E+03   .9937427  .1109249  .0130833
T 1729  9 .8013992E+07   2666360E-02  .2552E+04  .6407E+02   .9938989  .1097239  .0112059
T 1730  9 .8101244E+07   2679198E-02  .2417E+04 -.2626E+02   .9953864  .0959150  .0024933
T 1731  9 .7986594E+07   2686126E-02  .2244E+04  .5116E+03   .9957667  .0884388  .0250470
T 1732  9 .8075529E+07   2668237E-02  .2012E+04  .2955E+03   .9966183  .0767310  .0293988
T 1733  9 .8050446E+07   2682283E-02  .2900E+04 -.8681E+02   .9908282  .1350099 -.0056345
T 1734  9 .8011616E+07   2679887E-02  .2098E+04  .2132E+03   .9971588  .0723964  .0208125
T 1735  9 .8045912E+07   2664585E-02  .2268E+04 -.1360E+03   .9972464  .0739034 -.0061651
T 1736  9 .8056749E+07   2662001E-02  .2096E+04  .3350E+03   .9976362  .0660467  .0189702
T 1737  9 .8088276E+07   2673634E-02  .2275E+04  .3384E+03   .9955469  .0775649  .0535730
T 1738  9 .8120698E+07   2670106E-02  .2088E+04  .7394E+02   .9981421  .0604378 -.0077269
T 1739  9 .8028990E+07   2683454E-02  .2514E+04  .5178E+03   .9917760  .1167912  .0523464
T 1740  9 .7927515E+07   2686248E-02  .2681E+04 -.3757E+03   .9941421  .1065012 -.0184097
T 1741  9 .7925293E+07   2679805E-02  .2382E+04 -.1188E+03   .9957950  .0914365 -.0056297
T 1742  9 .8000855E+07   2676331E-02  .2093E+04 -.1354E+03   .9972968  .0731551 -.0068812
T 1743  9 .8001490E+07   2682224E-02  .2745E+04 -.3188E+03   .9957692  .0905853 -.0154272
T 1744  9 .7950484E+07   2680632E-02  .2038E+04  .9930E+02   .9979592  .0637253 -.0040671
T 1745  9 .7957696E+07   2680978E-02  .2301E+04  .3755E+03   .9960373  .0847653  .0269171
T 1746  9 .8181355E+07   2670455E-02  .2175E+04 -.1427E+03   .9968363  .0794810 -.0003417
T 1747  9 .7915415E+07   2668068E-02  .2850E+04 -.9298E+03   .9883568  .1353680 -.0694722
T 1748  9 .7946136E+07   2664366E-02  .2384E+04 -.5429E+02   .9956471  .0931707 -.0024607
T 1749  9 .7971552E+07   2682425E-02  .2342E+04  .1625E+03   .9956397  .0911829  .0196807
T 1750  9 .7927896E+07   2680325E-02  .2604E+04  .5487E+03   .9953482  .0890298  .0368191
T 1751  9 .8015970E+07   2660082E-02  .2371E+04 -.5172E+03   .9966894  .0755878 -.0299457
T 1752  9 .7957818E+07   2668792E-02  .2230E+04  .1904E+02   .9976078  .0691277 -.0001759
T 1753  9 .8104632E+07   2665435E-02  .2125E+04 -.1555E+02   .9961492  .0870210  .0106831
T 1754  9 .8051461E+07   2687492E-02  .2357E+04 -.1106E+03   .9961644  .0869345 -.0099456
T 1755  9 .7982698E+07   2671679E-02  .2302E+04  .8500E+02   .9980829  .0586306  .0198235
T 1756  9 .8019044E+07   2661413E-02  .2470E+04  .5607E+03   .9946180  .1008302  .0238397
T 1757  9 .7986431E+07   2670358E-02  .2196E+04 -.2955E+03   .9965995  .0793484 -.0222086
T 1758  9 .8096191E+07   2673642E-02  .1772E+04 -.6193E+02   .9980228  .0614599 -.0131630
T 1759  9 .7963877E+07   2685427E-02  .2428E+04  .8852E+02   .9951195  .0965582  .0203383
T 1760  9 .8023291E+07   2679878E-02  .2156E+04 -.1993E+03   .9967273  .0783870 -.0197522
T 1761  9 .8036876E+07   2677393E-02  .2144E+04  .2147E+03   .9969916  .0695189  .0342762
T 1762  9 .7940304E+07   2678111E-02  .2484E+04  .1196E+03   .9960821  .0875991  .0121139
T 1763  9 .8076038E+07   2662228E-02  .2232E+04 -.2305E+03   .9968368  .0703058 -.0370608
T 1764  9 .7947501E+07   2686420E-02  .2845E+04  .3080E+03   .9934618  .1132620  .0143297
T 1765  9 .7933387E+07   2684547E-02  .2534E+04  .3945E+03   .9941002  .1056260  .0246578
T 1766  9 .8156626E+07   2668928E-02  .2406E+04  .1985E+03   .9958874  .0900245  .0101946
